Kingdom,Phylum,Class,Order,Family,Genus,Species,species,Size_inf2,Size_2-5,Size_5-10,Size_10-50,Size_50-100,Size_100-200,Size_sup200,SSDF,SDF,ASF,PSF,Grazer,Pred,Scav,Parasitic,Microphagous,Macrophagous,Infaunal,Epibenthic,Tube_dweller,Burrower,Crawler,Swimmer,Attached,Mob_0,Mob_inf10,Mob_10-100,Mob_100-1000,Bioturb_N,Bioturb_S,Bioturb_B,Bioturb_UC,Bioturb_DC,Bioturb_R,Hermaphrodite,Gonochoric,Dev_asex,Dev_direct,Dev_plankto ,Dev_lecitho,Iteroparous,Semelparous,Short_life_span,Medium_life_span,Long_life_span
Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys cirrosa,Nephtys cirrosa,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,3,0,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,3,1
Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys hombergii,Nephtys cf. hombergii,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,4,0,0,3,0,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,3,1
Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,NA,Nephtys spp.,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,4,4,0,0,3,0,1,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,3,1
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta succinea,Alitta succinea,0,0,0,0,0,4,0,0,2,0,0,2,2,2,0,2,2,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Micronereis,Micronereis variegata,Micronereis variegata,2,2,0,0,0,0,0,0,2,0,0,2,2,2,0,2,2,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes acuminata,Neanthes acuminata,0,0,0,0,4,0,0,0,2,0,0,2,2,2,0,2,2,3,1,3,0,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,4,0,0,0,4,3,1,0
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes nubila,Neanthes nubila,0,0,0,0,0,0,4,0,2,0,0,2,2,2,0,2,2,3,1,3,0,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,4,0,0,0,4,3,1,0
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,NA,Nereis spp.,0,0,0,2,2,3,0,0,2,0,0,2,2,2,0,2,2,2,2,0,3,3,1,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis,Perinereis cultrifera,Perinereis cultrifera,0,0,0,0,0,2,2,0,0,0,0,3,1,1,0,2,2,3,1,0,3,1,0,0,1,3,0,0,0,0,4,0,0,0,0,4,0,2,0,2,0,4,0,4,0
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii,Platynereis dumerilii,0,0,0,3,2,0,0,0,0,0,0,4,0,0,0,2,2,0,4,3,0,1,0,0,1,3,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Websterinereis,Websterinereis glauca,Websterinereis glauca,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,2,2,0,4,3,0,1,0,0,1,3,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,4,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Pholoidae,Pholoe,Pholoe inornata,Pholoe inornata,0,0,3,1,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,2,0,0,0,3,1,0,0,4,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone longa,Eteone longa,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,2,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone suecica,Eteone suecica,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,2,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,NA,Eteone sp.,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,2,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,Eulalia aurea,Eulalia aurea,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,2,2
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,Eulalia clavigera,Eulalia clavigera,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,2,2
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,Eulalia mustela,Eulalia mustela,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,2,2
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,Eumida parva,Eumida parva,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,2,2
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,NA,Eulalia spp.,0,0,1,2,3,1,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,2,2
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,NA,Eumida spp.,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Hypereteone,Hypereteone foliosa,Hypereteone foliosa,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mysta,Mysta picta,Mysta picta,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,NA,NA,Phyllodocidae spp.,0,0,2,2,3,3,2,0,0,0,0,0,2,2,0,0,4,2,2,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,3,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Nereiphylla,Nereiphylla rubiginosa,Nereiphylla rubiginosa,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,,,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Notophyllum,Notophyllum foliosum,Notophyllum foliosum,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,1,3,0,1,3,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,,,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Paranaitis,Paranaitis kosteriensis,Paranaitis kosteriensis,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,2,2,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce citrina,Phyllodoce citrina,0,0,0,0,3,2,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce laminosa,Phyllodoce laminosa,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce lineata,Phyllodoce lineata,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce longipes,Phyllodoce longipes,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce maculata,Phyllodoce maculata,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce mucosa,Phyllodoce mucosa,0,0,0,0,3,2,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce rosea,Phyllodoce rosea,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,NA,Phyllodoce spp.,0,0,0,2,3,2,3,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,Pseudomystides limbata,Pseudomystides limbata,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,2,2,0,2,2,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pterocirrus,Pterocirrus macroceros,Pterocirrus macroceros,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,2,2,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Sige,Sige fusigera,Sige fusigera,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,2,2,0,2,2,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,2,2,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis,Pilargis verrucosa,Pilargis verrucosa,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,4,0,0,4,0,0,0,0,3,1,0,0,0,4,0,0,0,0,4,,,,,,,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Alentia,Alentia gelatinosa,Alentia gelatinosa,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,1,3,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe antilopes,Harmothoe antilopes,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe areolata,Harmothoe areolata,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,Harmothoe extenuata,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,Harmothoe spp.,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,Harmothoe imbricata,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe impar,Harmothoe impar,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe spinifera,Harmothoe spinifera,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe viridis,Harmothoe viridis,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,3,2,0
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,NA,Lepidonotus spp.,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,0,4,0,0,4,0,0,0,3,2,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia andreapolis,Malmgrenia andreapolis,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia arenicolae,Malmgrenia arenicolae,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia castanea,Malmgrenia castanea,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia ljungmani,Malmgrenia ljungmani,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia marphysae,Malmgrenia marphysae,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia mcintoshi,Malmgrenia mcintoshi,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia,NA,Malmgrenia spp.,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,1,3,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Pettibonesia,Pettibonesia furcosetosa,Pettibonesia furcosetosa,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,2,2,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe,Polynoe scolopendrina,Polynoe scolopendrina,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,1,3,2,2,0,0,4,0,0,0,0,2,2,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Subadyte,Subadyte pellucida,Subadyte pellucida,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,1,3,0,4,0,0,4,0,0,0,3,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Claparedepelogenia,Claparedepelogenia inclusa,Claparedepelogenia inclusa,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,4,3,1,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,,,,,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Labioleanira,Labioleanira yhleni,Labioleanira yhleni,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,4,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,,,,,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Neoleanira,Neoleanira tetragona,Neoleanira tetragona,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,4,0,0,4,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,,,,,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pelogenia,Pelogenia arenosa,Pelogenia arenosa,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,4,0,0,4,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,,,,,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pisione,Pisione remota,Pisione remota,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,Sigalion mathildae,Sigalion mathildae,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,3,1,0,4,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,,,,,4,0,0,4,0
Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais boa,Sthenelais boa,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,2,2,0,3,1,0,0,0,2,2,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,NA,NA,Sphaerodoridae spp.,2,3,3,2,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,0,2,2,0,2,0,4,0,0,0,0,4,0,0,0,2,2,0,2,0,2,,,,,
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Dioplosyllis,Dioplosyllis cirrosa,Dioplosyllis cirrosa,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Eurysyllis,Eurysyllis tuberculata,Eurysyllis tuberculata,0,4,0,0,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Eusyllis,NA,Eusyllis spp.,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,NA,Exogone spp.,0,2,2,0,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,1,3,0,4,0,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Haplosyllis,Haplosyllis spongicola,Haplosyllis spongicola,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,4,2,2,0,0,4,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida,NA,Myrianida spp.,0,0,1,3,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,1,3,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,Syllidae spp.,0,0,2,2,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,2,2,0,0,0,1,3,1,3,0,3,3,1,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis ctenostoma,Odontosyllis ctenostoma,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis fulgurans,Odontosyllis fulgurans,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis gibba,Odontosyllis gibba,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,NA,Odontosyllis sp.,0,0,0,4,0,0,0,0,2,0,0,2,3,3,0,2,2,1,3,0,2,3,1,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,0,0
